"Gene.Symbol","GSM9093","GSM9094","GSM9095","GSM9096","GSM9097","first","second","third"
"SPARCL1",7823.6,6699.7,6924.3,8475.1,8491,"SPARCL1",NA,NA
"MCL1",117.6,30.8,35.9,26.5,7.4,"MCL1",NA,NA
"MCL1",1245,768,665.2,885.8,879.4,"MCL1",NA,NA
"MCL1",452,138.6,189.4,175.8,82.9,"MCL1",NA,NA
"HSPA1A /// HSPA1B",702.6,1377.3,980.2,1175.5,1259.1,"HSPA1A","HSPA1B",NA
"HSPA1A /// HSPA1B /// HSPA1L",321.4,587.4,360.6,331.7,352.9,"HSPA1A","HSPA1B","HSPA1L"
"ACTB",12717.8,13010,10903.7,11280.7,12647,"ACTB",NA,NA
"SARS",581.3,525.5,520.5,532.6,710.5,"SARS",NA,NA
"TMBIM6",426.1,475.5,481.6,589.7,535.3,"TMBIM6",NA,NA
"TMBIM6",659.7,783.3,807.5,768,749.4,"TMBIM6",NA,NA
"LMAN2",137.2,129.2,103.3,145.8,160.5,"LMAN2",NA,NA
"HSPD1",539.9,323.1,498.8,299.4,248.6,"HSPD1",NA,NA
"HSPD1",1200.8,994.6,1172,840.2,860.5,"HSPD1",NA,NA
"ZYX",1582.9,1271.5,1019.6,1213.1,1364.7,"ZYX",NA,NA
"RPL12",7243.2,4602,5748.2,4875.1,5911.2,"RPL12",NA,NA
"CIRBP",882.9,732.7,754.9,623.3,550.5,"CIRBP",NA,NA
"CIRBP",598.1,831.6,708.3,645.9,515.8,"CIRBP",NA,NA
"CCT7",430.4,383.3,272.6,322.7,355.4,"CCT7",NA,NA
"PAFAH1B1",366.6,244.7,302.2,264.7,148.7,"PAFAH1B1",NA,NA
"PSME1",472.6,529.6,412.1,421.1,331.4,"PSME1",NA,NA
"PAFAH1B1",200,132,91.5,166.4,137.9,"PAFAH1B1",NA,NA
"PAFAH1B1",418.9,490.1,583.6,473.9,434.1,"PAFAH1B1",NA,NA
"RPS10",8061.7,10101.6,8151.7,8850.3,9462.2,"RPS10",NA,NA
"ATP5O",1104.7,1073.8,1357.4,1200.2,1371.5,"ATP5O",NA,NA
"RPS15",5531.4,5365.1,4671.5,5047.1,5735.3,"RPS15",NA,NA
"PSMD8",501.2,341.9,193.6,273.2,353.5,"PSMD8",NA,NA
"LAMP2",92.5,105.3,158.5,172.2,128,"LAMP2",NA,NA
"TPI1",954.8,909.5,834.4,866,1046.5,"TPI1",NA,NA
"RPL29",1919.8,3400.4,2769.9,2365.9,2579.9,"RPL29",NA,NA
"GSTP1",768.2,583.2,586.4,608,589.9,"GSTP1",NA,NA
"HYOU1",555.4,490.7,398.1,430,414.2,"HYOU1",NA,NA
"SNRPD2",1379.1,1255.5,1175.5,1327.6,1355.1,"SNRPD2",NA,NA
"PLOD1",224,170.8,132.3,258.3,214.7,"PLOD1",NA,NA
"ZNF207",1011.8,519,434,479.1,358.9,"ZNF207",NA,NA
"ZNF207",392.9,371.5,373.6,420,392.2,"ZNF207",NA,NA
"PSMD2",527.6,358.2,379.5,490.4,579.3,"PSMD2",NA,NA
"SCD",106.2,22.5,20.2,25.2,49.3,"SCD",NA,NA
"SCD",213.7,92.2,68.8,105.7,107.5,"SCD",NA,NA
"RAP1B",1236.8,922.8,896.3,889.7,714.6,"RAP1B",NA,NA
"RPS21",3502.1,4460.6,5111.7,3940.1,3654.6,"RPS21",NA,NA
"MAP4",15.6,7.3,4.3,5.8,5.9,"MAP4",NA,NA
"MAP4",220.9,304.7,248.1,229.5,237.1,"MAP4",NA,NA
"BCAP31",366.3,357.2,335.1,279.7,348.6,"BCAP31",NA,NA
"CTSB",1231.1,314.7,377.1,469.1,497,"CTSB",NA,NA
"CTSB",1887.5,679.6,603.5,788.2,880.8,"CTSB",NA,NA
"KARS",774.4,753.6,715.7,609.8,840.4,"KARS",NA,NA
"EPRS",14.9,32.4,29.8,27.9,4.1,"EPRS",NA,NA
"EPRS",106.4,161.9,126.5,99.6,86.1,"EPRS",NA,NA
"EPRS",189.9,239.5,265.6,247.1,291.1,"EPRS",NA,NA
"PRDX6",1719,2861.2,3359.4,1508.8,1808.2,"PRDX6",NA,NA
"PRDX6",800.7,2383,2955.3,1361.9,1506.7,"PRDX6",NA,NA
"PPP1CA",251.1,113.8,109.8,136.7,148.4,"PPP1CA",NA,NA
"SARAF",425,495.8,541.1,554.2,481,"SARAF",NA,NA
"AHCYL1",218.7,328.6,326.6,240.5,186.6,"AHCYL1",NA,NA
"AHCYL1",423.8,631.3,521.5,524.5,456.4,"AHCYL1",NA,NA
"AHCYL1",1210.9,1133.3,1184.5,865.6,914.9,"AHCYL1",NA,NA
"IST1",501.1,511.7,610.2,571.4,565.2,"IST1",NA,NA
"GNB2",341.3,296.1,245.8,310.3,423.9,"GNB2",NA,NA
"H2AFZ",1622.5,914.5,1425.3,1029,919.1,"H2AFZ",NA,NA
"NCOR1",280.7,258.3,249.6,200.6,176.2,"NCOR1",NA,NA
"NCOR1",75.4,84.6,88.4,80.9,54.8,"NCOR1",NA,NA
"NCOR1",82.6,66.9,111.6,79.9,116.9,"NCOR1",NA,NA
"NCOR1",170.4,284,264.8,230.1,178.7,"NCOR1",NA,NA
"RPS8 /// SNORD38B /// SNORD55",3045.5,3328.6,4035.3,3301.3,3857.1,"RPS8","SNORD38B","SNORD55"
"FLNA",5480.9,6374.6,5940.5,5380.5,7796.3,"FLNA",NA,NA
"CNOT1",458.6,375.7,468.5,411.1,497.2,"CNOT1",NA,NA
"CNOT1",166.5,193.1,207.1,175.1,160,"CNOT1",NA,NA
"DHCR24",80.5,106,59.7,88.9,121.1,"DHCR24",NA,NA
"RAB11A",603.5,420.9,477.1,493.8,444.2,"RAB11A",NA,NA
"RAB11A",66.6,83.5,111.9,94.5,98.2,"RAB11A",NA,NA
"EIF3F",14.5,7.7,1.3,5.7,2.3,"EIF3F",NA,NA
"PSAP",1558.5,812.8,653.8,941.6,733.2,"PSAP",NA,NA
"RNF114",132.5,171.5,112.1,115.6,125.9,"RNF114",NA,NA
"RNF114",189.6,150.6,175.4,194.1,151.1,"RNF114",NA,NA
"RPL18A /// SNORA68",3774.7,4464.4,4255.8,4302.8,4468,"RPL18A","SNORA68",NA
"STRAP",659.1,661.8,603.7,604.3,572.7,"STRAP",NA,NA
"PSAP",3325.7,1928,1677.2,2373,3048.7,"PSAP",NA,NA
"S100A10",1697.3,1602.7,1158.4,1508.7,1483,"S100A10",NA,NA
"CCT8",616.9,474.3,739.3,483.7,422.3,"CCT8",NA,NA
"MIR1292 /// NOP56 /// SNORD110 /// SNORD57 /// SNORD86",122.9,154,129,108,122.5,"MIR1292","NOP56","SNORD110"
"MIR1292 /// NOP56 /// SNORD110 /// SNORD57 /// SNORD86",324.3,513.4,538.4,298.5,361.8,"MIR1292","NOP56","SNORD110"
"PSMB1",783.4,577.4,653.6,671.6,634.8,"PSMB1",NA,NA
"CCT4",1470.9,1225.6,1537.4,1197.9,1094.3,"CCT4",NA,NA
"EPAS1",375,380.7,528.2,408.7,392.4,"EPAS1",NA,NA
"EPAS1",63.3,54.5,57.9,44.6,31.7,"EPAS1",NA,NA
"DNAJA1",320.6,497.9,564.9,456,456.8,"DNAJA1",NA,NA
"DNAJA1",523.3,504.1,476.6,380.3,356.3,"DNAJA1",NA,NA
"PSMD4",417.9,515.5,483.1,535.2,618.5,"PSMD4",NA,NA
"UQCRC2",247.6,256.8,370.3,240.8,261.8,"UQCRC2",NA,NA
"CKB",411.3,566.2,508.4,563.6,496.3,"CKB",NA,NA
"RHOC",536.1,583.8,470.7,485,702.5,"RHOC",NA,NA
"PGAM1",1272.2,832,619.6,863.9,955.5,"PGAM1",NA,NA
"STAT1",310.9,249.8,319.7,302,290.8,"STAT1",NA,NA
"RPL23 /// SNORA21",4631.7,5058,5491.9,4777.6,5516.9,"RPL23","SNORA21",NA
"SSR1",154,104.7,147.3,118.5,86.9,"SSR1",NA,NA
"SSR1",98.7,82.2,96.1,59.3,46.9,"SSR1",NA,NA
"SSR1",457.9,578,873.1,772.1,939.8,"SSR1",NA,NA
"TRA2B",313.7,225.5,313.6,204.9,151.8,"TRA2B",NA,NA
"TRA2B",609.1,810.6,1010.5,833.2,723.4,"TRA2B",NA,NA
"FKBP4",55.3,73,81.3,110.7,67.8,"FKBP4",NA,NA
"FKBP4",111.5,308,201.3,147.6,164.6,"FKBP4",NA,NA
"HDGF",738.1,494.3,452.7,497.1,710.1,"HDGF",NA,NA
"PALLD",5339.1,4847,5331.3,4694.8,4498.6,"PALLD",NA,NA
"MGEA5",275.4,88.2,201.2,105.9,29,"MGEA5",NA,NA
"MGEA5",197.8,257.3,391.2,278.2,244,"MGEA5",NA,NA
"M6PR",173,85.2,123.8,72.6,38.2,"M6PR",NA,NA
"M6PR /// PHC1",269.7,236.6,314.3,250.6,258.8,"M6PR","PHC1",NA
"15-Sep",351.6,277,330.7,371.3,266.2,"15-Sep",NA,NA
"AHCY",353.7,189,164.4,186.3,196.6,"AHCY",NA,NA
"HLA-E",397.8,314.3,436.3,555.9,477,"HLA-E",NA,NA
"HLA-E",1321.8,1097.3,904.3,1097.8,1092.1,"HLA-E",NA,NA
"PALLD",1079,615.4,497.8,373.8,181.3,"PALLD",NA,NA
"PALLD",3145.9,3309.9,3251.3,2559.9,1709.3,"PALLD",NA,NA
"RPLP2",23.5,40,58.9,39.2,5.6,"RPLP2",NA,NA
"RPLP2 /// SNORA52",5397.3,4814,6246.9,4518.3,5768.5,"RPLP2","SNORA52",NA
"CCT3 /// LOC101927137",961.8,633.7,728.3,666.5,711.1,"CCT3","LOC101927137",NA
"TACC1",1823,2559.8,3361.9,2157.3,2173.2,"TACC1",NA,NA
"EIF4A2 /// MIR1248 /// SNORA4 /// SNORA63 /// SNORA81 /// SNORD2",2722.7,2662,3439.7,2957.9,2555.7,"EIF4A2","MIR1248","SNORA4"
"PPM1G",134.6,116.7,120.8,118.9,104.8,"PPM1G",NA,NA
"KTN1",85.2,189.7,266.4,253.4,255.7,"KTN1",NA,NA
"KTN1",470,556.4,609,685.8,455.4,"KTN1",NA,NA
"TAGLN2",356.6,278.5,243.1,349.5,271.5,"TAGLN2",NA,NA
"SRPR",167.8,42.3,40.6,43.5,36,"SRPR",NA,NA
"SRPR",526.8,471.7,380.9,403.4,438.2,"SRPR",NA,NA
"PHC2",650.7,383.8,421,465.5,510.1,"PHC2",NA,NA
"BTG1",842.1,966.4,1043.7,1008.9,821.8,"BTG1",NA,NA
"BTG1",421,551,826.4,581.1,323.8,"BTG1",NA,NA
"KDELR1",207.8,131.8,122.1,161.9,161.3,"KDELR1",NA,NA
"LGALS3BP",671.5,444.2,329.6,414.1,429.9,"LGALS3BP",NA,NA
"SLC3A2",234.2,134.8,186.1,164.3,187.5,"SLC3A2",NA,NA
"COX6A1",1995.8,1265.2,1253.5,1260.2,1395.9,"COX6A1",NA,NA
"RPS23",7891.6,8272.1,8984.2,8657.7,8993.3,"RPS23",NA,NA
"RAB14",204.3,226.4,193.3,157,100.7,"RAB14",NA,NA
"RAB14",10.3,41.9,27.4,6.3,4.1,"RAB14",NA,NA
"TMED10",416.7,288.6,258.4,284.6,321.6,"TMED10",NA,NA
"VCL",236.2,100.4,85.9,75,24.4,"VCL",NA,NA
"VCL",2205.3,3050.1,2553.8,2396.4,1902.1,"VCL",NA,NA
"DCTN2",580.8,392.4,404.3,396.9,474.5,"DCTN2",NA,NA
"RPS4X",7668.1,8256.9,9403.1,7758.6,9475.1,"RPS4X",NA,NA
"DEK",381.7,361.6,488.7,399.3,253.6,"DEK",NA,NA
"CALR",123.1,53.2,80.4,96.1,77.2,"CALR",NA,NA
"RPL8",4558.6,3470.9,3562.1,3298.2,3580.5,"RPL8",NA,NA
"RPL5 /// SNORD21",3121.5,3498.5,3749.9,3155.6,2981,"RPL5","SNORD21",NA
"RERE",3.5,2.2,2.8,1.9,3.6,"RERE",NA,NA
"RERE",36.5,29.3,15.9,31.9,26.6,"RERE",NA,NA
"RERE",617.9,770.5,731.1,492.4,513.2,"RERE",NA,NA
"HSBP1",269.8,384.2,296,308.3,374.7,"HSBP1",NA,NA
"HSBP1",483.3,566,514.9,498.5,366.8,"HSBP1",NA,NA
"HMGN1",1590,1065.4,1289.2,741.7,1005.1,"HMGN1",NA,NA
"HMGN1 /// LOC101927733",871.5,592.5,907.2,905.1,923.5,"HMGN1","LOC101927733",NA
"SEC31A",1104.6,1470.7,1261.1,1310.6,1441.5,"SEC31A",NA,NA
"GLUD1",253.7,210.5,188.6,157.7,113.8,"GLUD1",NA,NA
"GLUD1",137.2,260.9,355.6,279.5,203.5,"GLUD1",NA,NA
"MLF2",875.6,574.2,477.4,416.5,407.9,"MLF2",NA,NA
"RPS20 /// SNORD54",4124.4,4345.4,5678.8,3837.5,4392.7,"RPS20","SNORD54",NA
"ARPC1A",244.8,268.7,226.2,287.1,274.7,"ARPC1A",NA,NA
"CCND2",85.3,87.1,47.1,39.5,49.3,"CCND2",NA,NA
"CCND2",66.8,101.4,86.4,88.2,64.8,"CCND2",NA,NA
"CCND2",729.6,1028.3,1446.6,1082.2,1164,"CCND2",NA,NA
"ATP6V0C",214.2,172.4,143.3,160.4,210.4,"ATP6V0C",NA,NA
"IMMT",278.9,305.4,326.8,303.4,323.8,"IMMT",NA,NA
"SSRP1",149.2,162,136.1,125.4,103.2,"SSRP1",NA,NA
"SSRP1",175.2,170.5,208.4,200.6,216.8,"SSRP1",NA,NA
"SDCBP",1315.7,623,855.2,824.7,803.3,"SDCBP",NA,NA
"FUS",432.2,360.2,355.3,391.3,341.2,"FUS",NA,NA
"CLTA",1673.3,1021.4,971.8,914.7,1130.4,"CLTA",NA,NA
"SEPHS2",207,106.9,141.4,133.9,145.8,"SEPHS2",NA,NA
"RPL31",143.5,266.8,381.1,229.3,226.8,"RPL31",NA,NA
"RPL31",8051.3,7179.7,7957.2,7300.9,8091.2,"RPL31",NA,NA
"UBA1",1565.4,1205.8,884.4,1205.6,1494.5,"UBA1",NA,NA
"ABLIM1",84.1,188,215,189.5,142.3,"ABLIM1",NA,NA
"ALDOA",2094.6,1700.2,994.7,1447,1804.7,"ALDOA",NA,NA
"PPIB",1736.1,1242.9,986,1266.6,1686.5,"PPIB",NA,NA
"PPIB",1975.7,1443,967.5,1509.2,1818,"PPIB",NA,NA
"LOC101928061 /// SERP1",102.1,177.1,185.8,178.5,138.9,"LOC101928061","SERP1",NA
"SERP1",194.9,230.6,319,184.6,164.7,"SERP1",NA,NA
"LOC101928061 /// SERP1",593.3,379.1,337.9,400,427.5,"LOC101928061","SERP1",NA
"TSPAN3",634.1,869.2,738.6,673.5,563.8,"TSPAN3",NA,NA
"TSPAN3",448.1,312.5,262.2,201.7,159.8,"TSPAN3",NA,NA
"ACTA2",9015.5,10521.1,9830.9,10449.1,11402.6,"ACTA2",NA,NA
"PPT1",462,617.7,645.6,531.3,654.8,"PPT1",NA,NA
"TAX1BP1",704,497.8,512.9,719.3,757.4,"TAX1BP1",NA,NA
"TAX1BP1",473.4,374.9,483.3,444.3,406.6,"TAX1BP1",NA,NA
"MDH1",2491.6,1056.9,1134.2,887.4,654.5,"MDH1",NA,NA
"PDHA1",104.6,135.7,119.9,155.9,117,"PDHA1",NA,NA
"PDHA1",304,329.9,333.2,271,272.2,"PDHA1",NA,NA
"GNAS",5009.4,3923.5,3017.5,3015.1,3047.6,"GNAS",NA,NA
"ANXA6",964.3,736.4,425.7,805.8,1118.7,"ANXA6",NA,NA
"CD59",1270.1,796.6,870.1,597.6,523.5,"CD59",NA,NA
"CD59",677.3,712.3,602.7,507.2,381.3,"CD59",NA,NA
"CD59",774.5,826,821.3,608.8,516.6,"CD59",NA,NA
"SERPING1",437.2,406,439.8,327.8,381.6,"SERPING1",NA,NA
"PSME3",139.1,156.1,125.8,119.2,74.4,"PSME3",NA,NA
"PSME3",69.8,59.1,65.5,52.8,45.2,"PSME3",NA,NA
"HIF1A",596,465.4,523.7,480.3,592.2,"HIF1A",NA,NA
"TRIM28",624.6,647.9,453,550.4,670.4,"TRIM28",NA,NA
"SNX17",198.4,210.1,191.1,199.9,159.2,"SNX17",NA,NA
"IPO7",301.9,478.2,553,444.7,367.7,"IPO7",NA,NA
"IPO7",529.3,409.6,596.1,400,396.4,"IPO7",NA,NA
"IPO7",197,336.9,411.1,338.2,301.7,"IPO7",NA,NA
"IPO7",102.7,147.3,202.1,148.6,140.4,"IPO7",NA,NA
"ACTR3",667,390.5,464.6,499.7,379.3,"ACTR3",NA,NA
"RBM14-RBM4 /// RBM4",348.7,173.1,198.8,329.7,366.6,"RBM14-RBM4","RBM4",NA
"CKAP4",171,292.9,181.9,236.3,264.6,"CKAP4",NA,NA
"CKAP4",319.9,349.7,300.6,309.9,484.5,"CKAP4",NA,NA
"AARS",692.3,578.8,519,540.8,621.6,"AARS",NA,NA
"TMEM189 /// TMEM189-UBE2V1 /// UBE2V1 /// UBE2V2",237.4,121.3,122,123.1,116.4,"TMEM189","TMEM189-UBE2V1","UBE2V1"
"TMEM189 /// TMEM189-UBE2V1 /// UBE2V1 /// UBE2V2",551.6,303.7,325.2,340.5,406.7,"TMEM189","TMEM189-UBE2V1","UBE2V1"
"TMEM189 /// TMEM189-UBE2V1 /// UBE2V1 /// UBE2V2",230.7,263.6,244.6,316.9,351.2,"TMEM189","TMEM189-UBE2V1","UBE2V1"
"SSR4",1078.7,764.3,691.5,892.5,1138.7,"SSR4",NA,NA
"CD9",765.7,1011.2,961.9,457.4,306.1,"CD9",NA,NA
"PRDX2",52.5,57.6,61.2,93.1,90.1,"PRDX2",NA,NA
"HADHB",646.4,397,503.5,432.3,405.9,"HADHB",NA,NA
"TXNIP",494.2,815.1,786.2,383.8,155.4,"TXNIP",NA,NA
"TXNIP",777.7,1750.2,1672.7,951,860.3,"TXNIP",NA,NA
"TXNIP",1196.1,2098.9,2721.5,1217.2,1066.3,"TXNIP",NA,NA
"RPN1",304.3,291.2,296,377.6,384.4,"RPN1",NA,NA
"ANXA1",270.2,345.6,322.9,311,283,"ANXA1",NA,NA
"PAICS",144.9,271.1,236.3,147.4,149.3,"PAICS",NA,NA
"PAICS",128.9,136.4,84.6,65,72.4,"PAICS",NA,NA
"JUP",331.1,138.6,125.3,167.4,152.6,"JUP",NA,NA
"EIF1AX",68.3,110.7,262.7,144.3,137.3,"EIF1AX",NA,NA
"EIF1AX",194.7,273.3,513,156.3,103.7,"EIF1AX",NA,NA
"EIF1AX",148.4,293.3,578.6,202.2,203.9,"EIF1AX",NA,NA
"EIF1AX",270.1,707.7,1151.5,582.1,601.3,"EIF1AX",NA,NA
"YWHAH",386.7,365.4,286,238.2,178.5,"YWHAH",NA,NA
"DSTN",1948.8,3025.7,2906,2723.5,1834.3,"DSTN",NA,NA
"DSTN",4784.9,5080.7,5331.3,5106.2,5345.3,"DSTN",NA,NA
"TAF7",438.2,395.6,468.3,413.5,349.1,"TAF7",NA,NA
"EIF5B",108.5,107.1,234,168.7,203.5,"EIF5B",NA,NA
"EIF5B",25.6,115.6,97.9,94.8,107.1,"EIF5B",NA,NA
"EIF5B",29.7,63.1,55.9,57.8,68.6,"EIF5B",NA,NA
"EIF5B",194,187.8,213.3,162.1,198.4,"EIF5B",NA,NA
"CD99",1243.4,562.9,588.3,598.3,563.8,"CD99",NA,NA
"CD99",2030.7,1599.3,1528.9,1614.5,1986.5,"CD99",NA,NA
"LDHB",1913.5,1651.7,1711.9,1806.4,1788.4,"LDHB",NA,NA
"HNRNPH1",335.9,1008.1,800.6,951.8,810.6,"HNRNPH1",NA,NA
"BLCAP",191.9,249.1,220,286.7,277.2,"BLCAP",NA,NA
"RPLP0",8583.4,7437.6,8375.8,6628.5,6840.3,"RPLP0",NA,NA
"ADD3",128.8,267.5,235.5,276.3,207,"ADD3",NA,NA
"HADH",943.6,984.3,696.4,384.7,506.6,"HADH",NA,NA
"HADH",911.3,1285.8,1322.1,406.2,590.8,"HADH",NA,NA
"PFKP",448.9,401.7,552.6,314.3,362.9,"PFKP",NA,NA
"ANP32A",70.5,98.4,134.5,101,80.7,"ANP32A",NA,NA
"RAD23A",303.2,213.2,194.2,160.1,202.5,"RAD23A",NA,NA
"GNAI2",337.9,204.2,168.6,235.2,206.5,"GNAI2",NA,NA
"DUSP1",2715.9,622,759.9,859,586.8,"DUSP1",NA,NA
"TGM2",594.6,1048.8,705.1,677,964.1,"TGM2",NA,NA
"ANP32A",101.7,60,99.7,93.8,86.7,"ANP32A",NA,NA
"DUSP1",150,11.3,18,5.5,7.2,"DUSP1",NA,NA
"RAB6A /// WTH3DI",32.6,18.9,20.9,3.5,3,"RAB6A","WTH3DI",NA
"RAD23A",303.3,277,204.4,236.3,314.1,"RAD23A",NA,NA
"RAB6A /// WTH3DI",541.6,453.1,491.7,589.6,461.2,"RAB6A","WTH3DI",NA
"RAB6A /// WTH3DI",36.9,39.3,27.1,53.5,19.3,"RAB6A","WTH3DI",NA
"RPS18",9515.8,9401.8,9448,9363.4,9369.3,"RPS18",NA,NA
"PLD3",203.8,189.4,229.8,208.7,225,"PLD3",NA,NA
"ANP32A",291.9,494.2,519.3,398,320.5,"ANP32A",NA,NA
"PSMF1",298.3,197.8,172.1,184.4,240.2,"PSMF1",NA,NA
"PSMF1",100.1,159.8,134.2,62.4,79.9,"PSMF1",NA,NA
"HNRNPA0",896.6,743.6,717.1,618.2,547.1,"HNRNPA0",NA,NA
"HNRNPA0",233.5,149,113.2,134.4,86.3,"HNRNPA0",NA,NA
"GOLGB1",90.7,212.8,191.4,192.7,205.9,"GOLGB1",NA,NA
"GOLGB1",411.7,415.3,405.3,537.4,489.2,"GOLGB1",NA,NA
"MYL9",8158.1,7885.6,5703.2,7249,8863.3,"MYL9",NA,NA
"CTTN",479.8,563,486.3,476.1,591.6,"CTTN",NA,NA
"STOM",634.4,380.7,766.4,403.6,283.9,"STOM",NA,NA
"STOM",1071.3,1214.2,1286.7,1317.3,1427.6,"STOM",NA,NA
"STOM",1.5,2.7,7.7,0.5,6.3,"STOM",NA,NA
"RCN1",372.3,349.7,298.8,503.7,533.6,"RCN1",NA,NA
"LOC100996696 /// PABPC4",533,298.1,305.7,306.9,296.5,"LOC100996696","PABPC4",NA
"GTF2I /// GTF2IP1 /// LOC100093631",463.7,497.6,522.6,476.2,333.3,"GTF2I","GTF2IP1","LOC100093631"
"CYC1",252.1,269.7,292.1,350.9,293.9,"CYC1",NA,NA
"PSMC2",65.7,262.1,166.6,197.3,217.2,"PSMC2",NA,NA
"PSMC2",278,436.9,550.8,601,384.2,"PSMC2",NA,NA
"MMP2",3412.8,1096.7,878.6,1605.3,2007.9,"MMP2",NA,NA
"SF3B1",178.7,406.9,205.9,226.4,256.4,"SF3B1",NA,NA
"SF3B1",1079.9,1206.4,1724.8,1335,1042.2,"SF3B1",NA,NA
"SMARCC1",49.4,87.3,70.7,62.1,51.7,"SMARCC1",NA,NA
"SMARCC1",93.3,97.4,90.5,69.2,43.7,"SMARCC1",NA,NA
"SMARCC1",255.9,262.1,217.2,221.5,297.1,"SMARCC1",NA,NA
"SMARCC1",147.4,143.6,128.5,103.4,111.9,"SMARCC1",NA,NA
"NHP2L1",187.4,197.3,151.4,159.6,148.6,"NHP2L1",NA,NA
"ANXA2 /// NHP2L1",743,517.1,654.2,516.5,562.8,"ANXA2","NHP2L1",NA
"TM9SF2",516.9,528.8,482.2,517.2,318.4,"TM9SF2",NA,NA
"SYNGR2",211.1,109.5,116,100.8,126.8,"SYNGR2",NA,NA
"PIP4K2B",195.6,186.1,189.6,213.4,274.7,"PIP4K2B",NA,NA
"PIP4K2B",119.5,93,70.7,86.5,30.7,"PIP4K2B",NA,NA
"DCTN1 /// SLC4A5",318,274,192.8,211.3,262.7,"DCTN1","SLC4A5",NA
"BCLAF1",14.7,49.5,30.9,17.9,29.9,"BCLAF1",NA,NA
"BCLAF1",514.7,776.2,908.6,768.7,535.4,"BCLAF1",NA,NA
"SON",49.8,67.2,38.9,57.4,47.8,"SON",NA,NA
"SON",609.9,517.7,657.9,616.5,611.1,"SON",NA,NA
"PXN",103.8,235.2,225.9,235.7,171.3,"PXN",NA,NA
"KPNA2",82.2,136.8,160.5,156.7,192.6,"KPNA2",NA,NA
"ATP6V1B2",292.7,195.6,217,188.7,187.3,"ATP6V1B2",NA,NA
"TUBA1B",3475.9,3741.1,3282.4,3185.1,4026.8,"TUBA1B",NA,NA
"CBX3",120.9,60.5,98.3,108.8,37.3,"CBX3",NA,NA
"RBBP7",718.9,1083.8,1990.2,894.6,750.5,"RBBP7",NA,NA
"SDHA",166.2,197.5,172.3,199.8,204.4,"SDHA",NA,NA
"RPS29",6411.5,5573,5689.6,5304.2,5306.1,"RPS29",NA,NA
"DAP",286,372.7,313.1,239,262.1,"DAP",NA,NA
"ARF4",642.6,552.3,445.4,444,277.3,"ARF4",NA,NA
"ARF4",1088.7,1397.5,1264.5,1543.5,1267.1,"ARF4",NA,NA
"COPB2",328.9,312.9,303.6,311.2,309.4,"COPB2",NA,NA
"USP9X",201.6,315.7,475.1,314.1,233.3,"USP9X",NA,NA
"USP9X",366.6,478.9,781.4,432.6,460,"USP9X",NA,NA
"BCLAF1",147.2,36,37.5,13.7,12.8,"BCLAF1",NA,NA
"PFKL",187.6,165.1,131.9,189.1,197,"PFKL",NA,NA
"NBPF10 /// NBPF11 /// NBPF12 /// NBPF14 /// NBPF15 /// NBPF20 /// NBPF8 /// NBPF9",1130.8,1275.2,1145.2,1253.6,1048.5,"NBPF10","NBPF11","NBPF12"
"NBPF10 /// NBPF11 /// NBPF14 /// NBPF15 /// NBPF19 /// NBPF20 /// NBPF25P /// NBPF26 /// NBPF8 /// NBPF9",993.8,708.1,708.5,794.8,576.6,"NBPF10","NBPF11","NBPF14"
"LGALS1",7079.6,5629.5,5282.6,7482,9543.5,"LGALS1",NA,NA
"GPX4",485.4,423.4,385.6,423.5,520.5,"GPX4",NA,NA
"THBS1",120.2,4.5,4.5,7.4,2.5,"THBS1",NA,NA
"THBS1",1068,129.5,99.1,109.1,120.1,"THBS1",NA,NA
"THBS1",1041.9,86.8,112.6,192.1,87,"THBS1",NA,NA
"THBS1",408.5,73,92,153.2,147.9,"THBS1",NA,NA
"CSE1L",118.8,145.6,180.7,156,163.7,"CSE1L",NA,NA
"CSE1L",364.5,327.2,475.5,345.7,426.6,"CSE1L",NA,NA
"TUFM",736.8,394.3,442.4,346.3,410.1,"TUFM",NA,NA
"PSMA7",572.8,368.7,503.4,436.8,521.9,"PSMA7",NA,NA
"POLD2",154.5,146.3,153.1,153,153.8,"POLD2",NA,NA
"CPE",225.9,53.6,92.2,140.6,15.1,"CPE",NA,NA
"CPE",77.4,70.3,82,153.9,122.8,"CPE",NA,NA
"PGD",150.4,94.1,76.2,98.5,141.6,"PGD",NA,NA
"COX8A",1138,734.7,708.3,904.7,1029,"COX8A",NA,NA
"PGRMC1",310.1,204.5,286.1,145.8,69.6,"PGRMC1",NA,NA
"PGRMC1",471.7,810.1,693.4,553.4,527.7,"PGRMC1",NA,NA
"EIF5A",130.1,369.7,309.3,163.7,147.4,"EIF5A",NA,NA
"EIF5A",67.5,606.9,401.3,37.7,50.9,"EIF5A",NA,NA
"ITGB5",81.3,138.7,113,140.2,130.2,"ITGB5",NA,NA
"ITGB5",660.8,262.7,177.7,262.3,301.6,"ITGB5",NA,NA
"MGAT1",322.9,185.7,166.6,253.5,266,"MGAT1",NA,NA
"ACLY",194,127.6,73.3,91.6,134.4,"ACLY",NA,NA
"ACLY",694.9,387.9,261.1,344.2,313,"ACLY",NA,NA
"SRSF7",267.6,393.5,534.6,429.5,357,"SRSF7",NA,NA
"CDH1",25.3,14.4,33.2,16,4.2,"CDH1",NA,NA
"CDH1",1.9,2.1,2.3,9.2,2.1,"CDH1",NA,NA
